OBJECTID,TransOrder,POINT_X,POINT_Y,UniqueID,M_ft,Z_ft,Beach,Fema_VE_ft
5143,11,6009318.471,1945325.203,5637,5862.849283,11.50399971,San Geg,19
5144,11,6009321.717,1945325.683,5638,5866.129889,11.45199966,San Geg,19
5145,11,6009324.962,1945326.162,5639,5869.410821,12.18999958,San Geg,19
5146,11,6009328.208,1945326.642,5640,5872.6918,12.54399967,San Geg,19
5147,11,6009331.454,1945327.121,5641,5875.972407,12.58199978,San Geg,19
5148,11,6009334.699,1945327.6,5642,5879.253338,13.05000019,San Geg,19
5149,11,6009337.945,1945328.08,5643,5882.534317,13.34599972,San Geg,19
5150,11,6009341.19,1945328.559,5644,5885.814924,13.53100014,San Geg,19
5151,11,6009344.436,1945329.039,5645,5889.095855,13.88099957,San Geg,19
5152,11,6009347.682,1945329.518,5646,5892.376462,14.12199974,San Geg,19
5153,11,6009350.927,1945329.998,5647,5895.657441,14.55500031,San Geg,19
5154,11,6009354.173,1945330.477,5648,5898.938372,14.94200039,San Geg,19
5155,11,6009357.418,1945330.956,5649,5902.218979,15.1420002,San Geg,19
5156,11,6009360.664,1945331.436,5650,5905.49991,15.27400017,San Geg,19
5157,11,6009363.91,1945331.915,5651,5908.78089,15.39700031,San Geg,19
5158,11,6009367.155,1945332.395,5652,5912.061496,15.66499996,San Geg,19
5159,11,6009370.401,1945332.874,5653,5915.342427,15.88199997,San Geg,19
5160,11,6009373.647,1945333.353,5654,5918.623359,15.8920002,San Geg,19
5161,11,6009376.892,1945333.833,5655,5921.904013,15.62800026,San Geg,19
5162,11,6009380.138,1945334.312,5656,5925.184945,15.79500008,San Geg,19
5163,11,6009383.384,1945334.792,5657,5928.465876,15.90799999,San Geg,19
5164,11,6009386.629,1945335.271,5658,5931.746483,16.09799957,San Geg,19
5165,11,6009389.875,1945335.751,5659,5935.027462,16.04500008,San Geg,19
5166,11,6009393.12,1945336.23,5660,5938.308393,16.16900063,San Geg,19
5167,11,6009396.366,1945336.709,5661,5941.589,16.49900055,San Geg,19
5168,11,6009399.612,1945337.189,5662,5944.869931,16.88199997,San Geg,19
5169,11,6009402.857,1945337.668,5663,5948.15091,17.21199989,San Geg,19
5170,11,6009406.103,1945338.148,5664,5951.431517,17.38100052,San Geg,19
5171,11,6009409.348,1945338.627,5665,5954.712448,17.68400002,San Geg,19
5172,11,6009412.594,1945339.106,5666,5957.99338,17.75,San Geg,19
5173,11,6009415.84,1945339.586,5667,5961.274034,17.87999916,San Geg,19
5174,11,6009419.085,1945340.065,5668,5964.554966,17.95499992,San Geg,19
5175,11,6009422.331,1945340.545,5669,5967.835897,18.00499916,San Geg,19
5176,11,6009425.576,1945341.024,5670,5971.116504,18.12400055,San Geg,19
5177,11,6009428.822,1945341.504,5671,5974.397483,18.42099953,San Geg,19
5178,11,6009432.068,1945341.983,5672,5977.678414,18.82600021,San Geg,19
5179,11,6009435.313,1945342.462,5673,5980.959021,18.9489994,San Geg,19
5180,11,6009438.559,1945342.942,5674,5984.24,19.02700043,San Geg,19
5181,11,6009441.805,1945343.421,5675,5987.520931,18.88899994,San Geg,19
5182,11,6009445.05,1945343.901,5676,5990.801538,18.83300018,San Geg,19
5183,11,6009448.296,1945344.38,5677,5994.082469,18.80999947,San Geg,19
5184,11,6009451.542,1945344.86,5678,5997.363448,18.92200089,San Geg,19
5185,11,6009454.787,1945345.339,5679,6000.644055,19.18899918,San Geg,19
5186,11,6009458.033,1945345.818,5680,6003.924986,19.18300056,San Geg,19
5187,11,6009461.278,1945346.298,5681,6007.205918,18.98699951,San Geg,19
5188,11,6009464.524,1945346.777,5682,6010.486572,18.93400002,San Geg,19
5189,11,6009467.77,1945347.257,5683,6013.767504,18.83399963,San Geg,19
5190,11,6009471.015,1945347.736,5684,6017.048435,18.71299934,San Geg,19
5191,11,6009474.261,1945348.215,5685,6020.329042,18.63400078,San Geg,19
5192,11,6009477.506,1945348.695,5686,6023.610021,18.63599968,San Geg,19
5193,11,6009480.752,1945349.174,5687,6026.890952,18.44000053,San Geg,19
5194,11,6009483.998,1945349.654,5688,6030.171559,18.44499969,San Geg,19
5195,11,6009487.243,1945350.133,5689,6033.45249,18.34300041,San Geg,19
5196,11,6009490.489,1945350.613,5690,6036.733469,18.07699966,San Geg,19
5197,11,6009493.734,1945351.092,5691,6040.014076,17.86000061,San Geg,19
5198,11,6009496.98,1945351.571,5692,6043.295007,17.67399979,San Geg,19
5199,11,6009500.226,1945352.051,5693,6046.575939,17.76199913,San Geg,19
5200,11,6009503.471,1945352.53,5694,6049.856593,17.56800079,San Geg,19
5201,11,6009506.717,1945353.01,5695,6053.137525,17.38199997,San Geg,19
5202,11,6009509.963,1945353.489,5696,6056.418456,17.19499969,San Geg,19
5203,11,6009513.208,1945353.968,5697,6059.699063,17.00900078,San Geg,19
5204,11,6009516.454,1945354.448,5698,6062.980042,16.7859993,San Geg,19
5205,11,6009519.699,1945354.927,5699,6066.260649,16.7840004,San Geg,19
5206,11,6009522.945,1945355.407,5700,6069.54158,16.5720005,San Geg,19
5207,11,6009526.191,1945355.886,5701,6072.822511,16.41300011,San Geg,19
5208,11,6009529.436,1945356.366,5702,6076.103166,16.29800034,San Geg,19
5209,11,6009532.682,1945356.845,5703,6079.384097,16.26099968,San Geg,19
5210,11,6009535.928,1945357.324,5704,6082.665028,16.21699905,San Geg,19
5211,11,6009539.173,1945357.804,5705,6085.945683,16.1439991,San Geg,19
5212,11,6009542.419,1945358.283,5706,6089.226614,16.28100014,San Geg,19
5213,11,6009545.664,1945358.762,5707,6092.507545,16.2689991,San Geg,19
5214,11,6009548.91,1945359.242,5708,6095.788152,16.16699982,San Geg,19
5215,11,6009552.156,1945359.721,5709,6099.069131,16.10099983,San Geg,19
5216,11,6009555.401,1945360.201,5710,6102.350063,16.09199905,San Geg,19
5217,11,6009558.647,1945360.68,5711,6105.630669,16.09600067,San Geg,19
5218,11,6009561.892,1945361.159,5712,6108.911601,16.43499947,San Geg,19
5219,11,6009565.138,1945361.639,5713,6112.19258,16.57699966,San Geg,19
5220,11,6009568.384,1945362.118,5714,6115.473187,16.41600037,San Geg,19
5221,11,6009571.629,1945362.598,5715,6118.754118,16.56299973,San Geg,19
5222,11,6009574.875,1945363.077,5716,6122.035049,16.41500092,San Geg,19
5223,11,6009578.12,1945363.557,5717,6125.315704,16.37100029,San Geg,19
5224,11,6009581.366,1945364.036,5718,6128.596635,16.27400017,San Geg,19
5225,11,6009584.612,1945364.515,5719,6131.877566,16.17700005,San Geg,19
5226,11,6009587.857,1945364.995,5720,6135.158173,16.37100029,San Geg,19
5227,11,6009591.103,1945365.474,5721,6138.439152,16.12299919,San Geg,19
5228,11,6009594.349,1945365.954,5722,6141.720084,16.03499985,San Geg,19
5229,11,6009597.594,1945366.433,5723,6145.00069,16.01099968,San Geg,19
5230,11,6009600.84,1945366.912,5724,6148.281622,16.06500053,San Geg,19
5231,11,6009604.086,1945367.392,5725,6151.562601,16.19400024,San Geg,19
5232,11,6009607.331,1945367.871,5726,6154.843208,16.45800018,San Geg,19
5233,11,6009610.577,1945368.351,5727,6158.124139,16.8220005,San Geg,19
5234,11,6009613.822,1945368.83,5728,6161.40507,16.80900002,San Geg,19
5235,11,6009617.068,1945369.31,5729,6164.685725,16.75300026,San Geg,19
5236,11,6009620.314,1945369.789,5730,6167.966656,16.74699974,San Geg,19
5237,11,6009623.559,1945370.268,5731,6171.247587,16.74099922,San Geg,19
5238,11,6009626.805,1945370.748,5732,6174.528194,16.75200081,San Geg,19
5239,11,6009630.05,1945371.227,5733,6177.809173,16.80200005,San Geg,19
5240,11,6009633.296,1945371.707,5734,6181.090104,16.89100075,San Geg,19
5241,11,6009636.542,1945372.186,5735,6184.370711,16.6060009,San Geg,19
5242,11,6009639.787,1945372.665,5736,6187.651642,16.50300026,San Geg,19
5243,11,6009643.033,1945373.145,5737,6190.932622,15.99100018,San Geg,19
5244,11,6009646.278,1945373.624,5738,6194.213228,15.89400005,San Geg,19
5245,11,6009649.524,1945374.104,5739,6197.49416,15.90400028,San Geg,19
5246,11,6009652.77,1945374.583,5740,6200.775139,16.30400085,San Geg,19
5247,11,6009656.015,1945375.063,5741,6204.055746,16.29700089,San Geg,19
5248,11,6009659.261,1945375.542,5742,6207.336677,16.28899956,San Geg,19
5249,11,6009662.507,1945376.021,5743,6210.617608,16.29599953,San Geg,19
5250,11,6009665.752,1945376.501,5744,6213.898263,16.26600075,San Geg,19
5251,11,6009668.998,1945376.98,5745,6217.179194,16.01099968,San Geg,19
5252,11,6009672.244,1945377.46,5746,6220.460125,16.07699966,San Geg,19
5253,11,6009675.489,1945377.939,5747,6223.740732,16.71699905,San Geg,19
5254,11,6009678.735,1945378.419,5748,6227.021711,16.85400009,San Geg,19
5255,11,6009681.98,1945378.898,5749,6230.302318,16.64500046,San Geg,19
5256,11,6009685.226,1945379.377,5750,6233.583249,16.41799927,San Geg,19
5257,11,6009688.472,1945379.857,5751,6236.864181,16.20100021,San Geg,19
5258,11,6009691.717,1945380.336,5752,6240.144835,16.2840004,San Geg,19
5259,11,6009694.963,1945380.816,5753,6243.425767,16.49300003,San Geg,19
5260,11,6009698.208,1945381.295,5754,6246.706698,16.73900032,San Geg,19
5261,11,6009701.454,1945381.774,5755,6249.987304,17.16399956,San Geg,19
5262,11,6009704.7,1945382.254,5756,6253.268284,17.55999947,San Geg,19
5263,11,6009707.945,1945382.733,5757,6256.549215,17.67099953,San Geg,19
5264,11,6009711.191,1945383.213,5758,6259.829822,17.37599945,San Geg,19
5265,11,6009714.436,1945383.692,5759,6263.110753,16.74500084,San Geg,19
5266,11,6009717.682,1945384.172,5760,6266.391732,16.27400017,San Geg,19
5267,11,6009720.928,1945384.651,5761,6269.672339,16.63699913,San Geg,19
5268,11,6009724.173,1945385.13,5762,6272.95327,16.70999908,San Geg,19
5269,11,6009727.419,1945385.61,5763,6276.234201,16.89100075,San Geg,19
5270,11,6009730.664,1945386.089,5764,6279.514856,17.10000038,San Geg,19
5271,11,6009733.91,1945386.569,5765,6282.795787,17.08300018,San Geg,19
5272,11,6009737.156,1945387.048,5766,6286.076719,17.21899986,San Geg,19
5273,11,6009740.401,1945387.527,5767,6289.357325,17.25399971,San Geg,19
5274,11,6009743.647,1945388.007,5768,6292.638305,17.34300041,San Geg,19
5275,11,6009746.893,1945388.486,5769,6295.919236,17.22500038,San Geg,19
5276,11,6009750.138,1945388.966,5770,6299.199843,17.13899994,San Geg,19
5277,11,6009750.908,1945389.079,5771,6299.9779,17.12899971,San Geg,19
5278,12,6003525.115,1944632.391,5772,0,-50,San Geg,19
5279,12,6007981.669,1945217.055,5773,4494.74172,3.167999983,San Geg,19
5280,12,6007984.922,1945217.482,5774,4498.022551,3.260999918,San Geg,19
5281,12,6007988.175,1945217.908,5775,4501.303339,3.427999973,San Geg,19
5282,12,6007991.428,1945218.335,5776,4504.584169,3.338999987,San Geg,19
5283,12,6007994.681,1945218.762,5777,4507.865,3.309999943,San Geg,19
5284,12,6007997.934,1945219.189,5778,4511.14583,3.388999939,San Geg,19
5285,12,6008001.187,1945219.615,5779,4514.426661,3.589999914,San Geg,19
5286,12,6008004.439,1945220.042,5780,4517.707448,3.529000044,San Geg,19
5287,12,6008007.692,1945220.469,5781,4520.988279,3.561000109,San Geg,19
5288,12,6008010.945,1945220.896,5782,4524.269109,3.660000086,San Geg,19
5289,12,6008014.198,1945221.322,5783,4527.54994,3.785000086,San Geg,19
5290,12,6008017.451,1945221.749,5784,4530.830728,3.907000065,San Geg,19
5291,12,6008020.704,1945222.176,5785,4534.111558,3.73300004,San Geg,19
5292,12,6008023.957,1945222.603,5786,4537.392714,3.900000095,San Geg,19
5293,12,6008027.21,1945223.029,5787,4540.673544,3.953999996,San Geg,19
5294,12,6008030.463,1945223.456,5788,4543.954332,4.19299984,San Geg,19
5295,12,6008033.716,1945223.883,5789,4547.235163,4.065000057,San Geg,19
5296,12,6008036.969,1945224.31,5790,4550.515993,4.177000046,San Geg,19
5297,12,6008040.222,1945224.737,5791,4553.796824,4.145999908,San Geg,19
5298,12,6008043.475,1945225.163,5792,4557.077654,4.387000084,San Geg,19
5299,12,6008046.728,1945225.59,5793,4560.358442,4.492000103,San Geg,19
5300,12,6008049.981,1945226.017,5794,4563.639272,4.572999954,San Geg,19
5301,12,6008053.234,1945226.444,5795,4566.920103,4.525000095,San Geg,19
5302,12,6008056.487,1945226.87,5796,4570.200933,4.547999859,San Geg,19
5303,12,6008059.74,1945227.297,5797,4573.481721,4.710999966,San Geg,19
5304,12,6008062.993,1945227.724,5798,4576.762551,4.735000134,San Geg,19
5305,12,6008066.246,1945228.151,5799,4580.043382,4.854000092,San Geg,19
5306,12,6008069.499,1945228.577,5800,4583.324212,4.909999847,San Geg,19
5307,12,6008072.752,1945229.004,5801,4586.605043,4.903999805,San Geg,19
5308,12,6008076.005,1945229.431,5802,4589.885831,4.991000175,San Geg,19
5309,12,6008079.258,1945229.858,5803,4593.166661,5.131999969,San Geg,19
5310,12,6008082.511,1945230.284,5804,4596.447492,5.084000111,San Geg,19
5311,12,6008085.763,1945230.711,5805,4599.728322,5.199999809,San Geg,19
5312,12,6008089.016,1945231.138,5806,4603.00911,5.288000107,San Geg,19
5313,12,6008092.269,1945231.565,5807,4606.28994,5.366000175,San Geg,19
5314,12,6008095.522,1945231.991,5808,4609.570771,5.498000145,San Geg,19
5315,12,6008098.775,1945232.418,5809,4612.851601,5.480999947,San Geg,19
5316,12,6008102.028,1945232.845,5810,4616.132389,5.578999996,San Geg,19
5317,12,6008105.281,1945233.272,5811,4619.41322,5.678999901,San Geg,19
5318,12,6008108.534,1945233.698,5812,4622.694375,5.785999775,San Geg,19
5319,12,6008111.787,1945234.125,5813,4625.975206,5.650000095,San Geg,19
5320,12,6008115.04,1945234.552,5814,4629.256036,5.931000233,San Geg,19
5321,12,6008118.293,1945234.979,5815,4632.536824,5.835999966,San Geg,19
5322,12,6008121.546,1945235.405,5816,4635.817655,6.03000021,San Geg,19
5323,12,6008124.799,1945235.832,5817,4639.098485,6.027999878,San Geg,19
5324,12,6008128.052,1945236.259,5818,4642.379316,6.116000175,San Geg,19
5325,12,6008131.305,1945236.686,5819,4645.660103,6.025000095,San Geg,19
5326,12,6008134.558,1945237.112,5820,4648.940934,6.197000027,San Geg,19
5327,12,6008137.811,1945237.539,5821,4652.221764,6.171000004,San Geg,19
5328,12,6008141.064,1945237.966,5822,4655.502595,6.168000221,San Geg,19
5329,12,6008144.317,1945238.393,5823,4658.783425,6.25,San Geg,19
5330,12,6008147.57,1945238.819,5824,4662.064213,6.287000179,San Geg,19
5331,12,6008150.823,1945239.246,5825,4665.345044,6.270999908,San Geg,19
5332,12,6008154.076,1945239.673,5826,4668.625874,6.393000126,San Geg,19
5333,12,6008157.329,1945240.1,5827,4671.906705,6.506999969,San Geg,19
5334,12,6008160.582,1945240.527,5828,4675.187492,6.53000021,San Geg,19
5335,12,6008163.834,1945240.953,5829,4678.468323,6.598999977,San Geg,19
5336,12,6008167.087,1945241.38,5830,4681.749153,6.631999969,San Geg,19
5337,12,6008170.34,1945241.807,5831,4685.029984,6.712999821,San Geg,19
5338,12,6008173.593,1945242.234,5832,4688.310772,6.914999962,San Geg,19
5339,12,6008176.846,1945242.66,5833,4691.591602,7.282999992,San Geg,19
5340,12,6008180.099,1945243.087,5834,4694.872432,7.5,San Geg,19
5341,12,6008183.352,1945243.514,5835,4698.153263,7.500999928,San Geg,19
5342,12,6008186.605,1945243.941,5836,4701.434093,7.570000172,San Geg,19
5343,12,6008189.858,1945244.367,5837,4704.714881,7.727000237,San Geg,19
5344,12,6008193.111,1945244.794,5838,4707.996037,7.78399992,San Geg,19
5345,12,6008196.364,1945245.221,5839,4711.276868,7.974999905,San Geg,19
5346,12,6008199.617,1945245.648,5840,4714.557698,7.986000061,San Geg,19
5347,12,6008202.87,1945246.074,5841,4717.838486,8.034000397,San Geg,19
5348,12,6008206.123,1945246.501,5842,4721.119316,8.130999565,San Geg,19
5349,12,6008209.376,1945246.928,5843,4724.400147,8.159000397,San Geg,19
5350,12,6008212.629,1945247.355,5844,4727.680977,8.140999794,San Geg,19
5351,12,6008215.882,1945247.782,5845,4730.961808,8.213999748,San Geg,19
5352,12,6008219.135,1945248.208,5846,4734.242595,8.281000137,San Geg,19
5353,12,6008222.388,1945248.635,5847,4737.523426,8.269000053,San Geg,19
5354,12,6008225.641,1945249.062,5848,4740.804256,8.413000107,San Geg,19
5355,12,6008228.894,1945249.489,5849,4744.085087,8.458000183,San Geg,19
5356,12,6008232.147,1945249.915,5850,4747.365875,8.416000366,San Geg,19
5357,12,6008235.4,1945250.342,5851,4750.646705,8.456999779,San Geg,19
5358,12,6008238.653,1945250.769,5852,4753.927536,8.513999939,San Geg,19
5359,12,6008241.906,1945251.196,5853,4757.208366,8.406999588,San Geg,19
5360,12,6008245.158,1945251.622,5854,4760.489154,8.484999657,San Geg,19
5361,12,6008248.411,1945252.049,5855,4763.769984,8.326999664,San Geg,19
5362,12,6008251.664,1945252.476,5856,4767.050815,8.456999779,San Geg,19
5363,12,6008254.917,1945252.903,5857,4770.331645,8.307999611,San Geg,19
5364,12,6008258.17,1945253.33,5858,4773.612476,8.319000244,San Geg,19
5365,12,6008261.423,1945253.756,5859,4776.893264,8.291000366,San Geg,19
5366,12,6008264.676,1945254.183,5860,4780.174094,8.258999825,San Geg,19
5367,12,6008267.929,1945254.61,5861,4783.454925,8.173000336,San Geg,19
5368,12,6008271.182,1945255.037,5862,4786.735755,8.173000336,San Geg,19
5369,12,6008274.435,1945255.463,5863,4790.016543,8.236000061,San Geg,19
5370,12,6008277.688,1945255.89,5864,4793.297699,8.130999565,San Geg,19
5371,12,6008280.941,1945256.317,5865,4796.578529,7.958000183,San Geg,19
5372,12,6008284.194,1945256.744,5866,4799.85936,7.947999954,San Geg,19
5373,12,6008287.447,1945257.17,5867,4803.14019,7.892000198,San Geg,19
5374,12,6008290.7,1945257.597,5868,4806.420978,7.953000069,San Geg,19
5375,12,6008293.953,1945258.024,5869,4809.701808,7.816999912,San Geg,19
5376,12,6008297.206,1945258.451,5870,4812.982639,7.881000042,San Geg,19
5377,12,6008300.459,1945258.878,5871,4816.263469,7.738999844,San Geg,19
5378,12,6008303.712,1945259.304,5872,4819.544257,7.833000183,San Geg,19
5379,12,6008306.965,1945259.731,5873,4822.825088,7.690000057,San Geg,19
5380,12,6008310.218,1945260.158,5874,4826.105918,7.755000114,San Geg,19
5381,12,6008313.471,1945260.585,5875,4829.386749,7.679999828,San Geg,19
5382,12,6008316.724,1945261.011,5876,4832.667579,7.671000004,San Geg,19
5383,12,6008319.977,1945261.438,5877,4835.948367,7.606999874,San Geg,19
5384,12,6008323.23,1945261.865,5878,4839.229197,7.572999954,San Geg,19
5385,12,6008326.482,1945262.292,5879,4842.510028,7.480999947,San Geg,19
5386,12,6008329.735,1945262.718,5880,4845.790858,7.495999813,San Geg,19
5387,12,6008332.988,1945263.145,5881,4849.071646,7.342999935,San Geg,19
5388,12,6008336.241,1945263.572,5882,4852.352477,7.250999928,San Geg,19
5389,12,6008339.494,1945263.999,5883,4855.633307,7.243999958,San Geg,19
5390,12,6008342.747,1945264.425,5884,4858.914137,7.264999866,San Geg,19
5391,12,6008346,1945264.852,5885,4862.194925,7.086999893,San Geg,19
5392,12,6008349.253,1945265.279,5886,4865.475756,6.909999847,San Geg,19
5393,12,6008352.506,1945265.706,5887,4868.756586,6.919000149,San Geg,19
5394,12,6008355.759,1945266.132,5888,4872.037417,6.690999985,San Geg,19
5395,12,6008359.012,1945266.559,5889,4875.318247,6.69299984,San Geg,19
5396,12,6008362.265,1945266.986,5890,4878.59936,6.511000156,San Geg,19
5397,12,6008365.518,1945267.413,5891,4881.880191,6.413000107,San Geg,19
5398,12,6008368.771,1945267.839,5892,4885.161021,6.18900013,San Geg,19
5399,12,6008372.024,1945268.266,5893,4888.441852,5.620999813,San Geg,19
5400,12,6008375.277,1945268.693,5894,4891.722639,5.517000198,San Geg,19
5401,12,6008378.53,1945269.12,5895,4895.00347,5.517000198,San Geg,19
5402,12,6008381.783,1945269.546,5896,4898.2843,5.517000198,San Geg,19
5403,12,6008385.036,1945269.973,5897,4901.565131,5.517000198,San Geg,19
5404,12,6008388.289,1945270.4,5898,4904.845961,5.517000198,San Geg,19
5405,12,6008391.542,1945270.827,5899,4908.126749,5.517000198,San Geg,19
5406,12,6008394.795,1945271.253,5900,4911.40758,5.517000198,San Geg,19
5407,12,6008398.048,1945271.68,5901,4914.68841,5.517000198,San Geg,19
5408,12,6008401.301,1945272.107,5902,4917.969241,5.517000198,San Geg,19
5409,12,6008404.553,1945272.534,5903,4921.250028,5.517000198,San Geg,19
5410,12,6008407.806,1945272.96,5904,4924.530859,5.517000198,San Geg,19
5411,12,6008411.059,1945273.387,5905,4927.811689,5.517000198,San Geg,19
5412,12,6008414.312,1945273.814,5906,4931.09252,5.517000198,San Geg,19
5413,12,6008417.565,1945274.241,5907,4934.373308,5.517000198,San Geg,19
5414,12,6008420.818,1945274.668,5908,4937.654138,5.517000198,San Geg,19
5415,12,6008424.071,1945275.094,5909,4940.934969,5.517000198,San Geg,19
5416,12,6008427.324,1945275.521,5910,4944.215799,5.517000198,San Geg,19
5417,12,6008430.577,1945275.948,5911,4947.49663,5.517000198,San Geg,19
5418,12,6008433.83,1945276.375,5912,4950.777417,5.517000198,San Geg,19
5419,12,6008437.083,1945276.801,5913,4954.058248,5.517000198,San Geg,19
5420,12,6008440.336,1945277.228,5914,4957.339078,5.517000198,San Geg,19
5421,12,6008443.589,1945277.655,5915,4960.619909,5.517000198,San Geg,19
5422,12,6008446.842,1945278.082,5916,4963.901022,5.517000198,San Geg,19
5423,12,6008450.095,1945278.508,5917,4967.181852,5.515999794,San Geg,19
5424,12,6008453.348,1945278.935,5918,4970.462683,5.515999794,San Geg,19
5425,12,6008456.601,1945279.362,5919,4973.743513,5.515999794,San Geg,19
5426,12,6008459.854,1945279.789,5920,4977.024344,5.515999794,San Geg,19
5427,12,6008463.107,1945280.215,5921,4980.305132,5.515999794,San Geg,19
5428,12,6008466.36,1945280.642,5922,4983.585962,5.515999794,San Geg,19
5429,12,6008469.613,1945281.069,5923,4986.866793,5.515999794,San Geg,19
5430,12,6008472.866,1945281.496,5924,4990.147623,5.515999794,San Geg,19
5431,12,6008476.119,1945281.922,5925,4993.428411,5.515999794,San Geg,19
5432,12,6008479.372,1945282.349,5926,4996.709241,5.515999794,San Geg,19
5433,12,6008482.625,1945282.776,5927,4999.990072,5.515999794,San Geg,19
5434,12,6008485.877,1945283.203,5928,5003.270902,5.515999794,San Geg,19
5435,12,6008489.13,1945283.629,5929,5006.55169,5.515999794,San Geg,19
5436,12,6008492.383,1945284.056,5930,5009.832521,5.515999794,San Geg,19
5437,12,6008495.636,1945284.483,5931,5013.113351,5.515999794,San Geg,19
5438,12,6008498.889,1945284.91,5932,5016.394181,5.515999794,San Geg,19
5439,12,6008502.142,1945285.337,5933,5019.675012,5.515999794,San Geg,19
5440,12,6008505.395,1945285.763,5934,5022.9558,5.515999794,San Geg,19
5441,12,6008508.648,1945286.19,5935,5026.23663,5.515999794,San Geg,19
5442,12,6008511.901,1945286.617,5936,5029.517461,5.515999794,San Geg,19
5443,12,6008515.154,1945287.044,5937,5032.798291,5.515999794,San Geg,19
5444,12,6008518.407,1945287.47,5938,5036.079079,5.515999794,San Geg,19
5445,12,6008521.66,1945287.897,5939,5039.359909,5.782000065,San Geg,19
5446,12,6008524.913,1945288.324,5940,5042.64074,6.271999836,San Geg,19
5447,12,6008528.166,1945288.751,5941,5045.92157,6.373000145,San Geg,19
5448,12,6008531.419,1945289.178,5942,5049.202726,6.434999943,San Geg,19
5449,12,6008534.672,1945289.604,5943,5052.483514,6.53000021,San Geg,19
5450,12,6008537.925,1945290.031,5944,5055.764344,6.690999985,San Geg,19
5451,12,6008541.178,1945290.458,5945,5059.045175,6.68599987,San Geg,19
5452,12,6008544.431,1945290.885,5946,5062.326005,6.900000095,San Geg,19
5453,12,6008547.684,1945291.311,5947,5065.606793,7.03399992,San Geg,19
5454,12,6008550.937,1945291.738,5948,5068.887624,7.013999939,San Geg,19
5455,12,6008554.19,1945292.165,5949,5072.168454,6.892000198,San Geg,19
5456,12,6008557.443,1945292.592,5950,5075.449285,7.210000038,San Geg,19
5457,12,6008560.696,1945293.019,5951,5078.730115,7.247000217,San Geg,19
5458,12,6008563.949,1945293.445,5952,5082.010903,7.368999958,San Geg,19
5459,12,6008567.201,1945293.872,5953,5085.291733,7.402999878,San Geg,19
5460,12,6008570.454,1945294.299,5954,5088.572564,7.427999973,San Geg,19
5461,12,6008573.707,1945294.726,5955,5091.853394,7.663000107,San Geg,19
5462,12,6008576.96,1945295.152,5956,5095.134182,7.68599987,San Geg,19
5463,12,6008580.213,1945295.579,5957,5098.415013,7.75,San Geg,19
5464,12,6008583.466,1945296.006,5958,5101.695843,7.781000137,San Geg,19
5465,12,6008586.719,1945296.433,5959,5104.976674,7.907000065,San Geg,19
5466,12,6008589.972,1945296.859,5960,5108.257461,8.005999565,San Geg,19
5467,12,6008593.225,1945297.286,5961,5111.538292,8.222000122,San Geg,19
5468,12,6008596.478,1945297.713,5962,5114.819122,8.220000267,San Geg,19
5469,12,6008599.731,1945298.14,5963,5118.099953,8.281999588,San Geg,19
5470,12,6008602.984,1945298.566,5964,5121.380783,8.543000221,San Geg,19
5471,12,6008606.237,1945298.993,5965,5124.661571,8.597999573,San Geg,19
5472,12,6008609.49,1945299.42,5966,5127.942402,8.730999947,San Geg,19
5473,12,6008612.743,1945299.847,5967,5131.223232,8.826999664,San Geg,19
5474,12,6008615.996,1945300.273,5968,5134.504388,8.987000465,San Geg,19
5475,12,6008619.249,1945300.7,5969,5137.785176,9.373999596,San Geg,19
5476,12,6008622.502,1945301.127,5970,5141.066006,9.465000153,San Geg,19
5477,12,6008625.755,1945301.554,5971,5144.346837,9.678999901,San Geg,19
5478,12,6008629.008,1945301.98,5972,5147.627667,9.897000313,San Geg,19
5479,12,6008632.261,1945302.407,5973,5150.908497,10.21399975,San Geg,19
5480,12,6008635.514,1945302.834,5974,5154.189285,10.68200016,San Geg,19
5481,12,6008638.767,1945303.261,5975,5157.470116,11.34300041,San Geg,19
5482,12,6008642.02,1945303.687,5976,5160.750946,12.55700016,San Geg,19
5483,12,6008645.273,1945304.114,5977,5164.031777,14.15200043,San Geg,19
5484,12,6008648.525,1945304.541,5978,5167.312564,14.8039999,San Geg,19
5485,12,6008651.778,1945304.968,5979,5170.593395,14.91300011,San Geg,19
5486,12,6008655.031,1945305.394,5980,5173.874225,15.31000042,San Geg,19
5487,12,6008658.284,1945305.821,5981,5177.155056,15.62699986,San Geg,19
5488,12,6008661.537,1945306.248,5982,5180.435844,16.0529995,San Geg,19
5489,12,6008664.79,1945306.675,5983,5183.716674,16.0529995,San Geg,19
5490,12,6008668.043,1945307.102,5984,5186.997505,16.74399948,San Geg,19
5491,12,6008671.296,1945307.528,5985,5190.278335,16.22699928,San Geg,19
5492,12,6008674.549,1945307.955,5986,5193.559166,16.22500038,San Geg,19
5493,12,6008677.802,1945308.382,5987,5196.839953,16.30999947,San Geg,19
5494,12,6008681.055,1945308.809,5988,5200.120784,16.95700073,San Geg,19
5495,12,6008684.308,1945309.235,5989,5203.401614,19.23600006,San Geg,19
5496,12,6008687.561,1945309.662,5990,5206.682445,20.51799965,San Geg,19
5497,12,6008690.814,1945310.089,5991,5209.963233,21.84600067,San Geg,19
5498,12,6008694.067,1945310.516,5992,5213.244063,23.12599945,San Geg,19
5499,12,6008697.32,1945310.942,5993,5216.524894,24.06399918,San Geg,19
5500,12,6008700.573,1945311.369,5994,5219.806049,25.11100006,San Geg,19
