OBJECTID,TransOrder,POINT_X,POINT_Y,UniqueID,M_ft,Z_ft,Beach,Fema_VE_ft
15707,34,6020688.596,1884123.55,17940,3166.00396,52.35699844,Gazos,22
15708,34,6020691.876,1884123.549,17941,3169.284793,52.625,Gazos,22
15709,34,6020695.157,1884123.548,17942,3172.565626,53.02600098,Gazos,22
15710,34,6020698.438,1884123.547,17943,3175.84646,53.39899826,Gazos,22
15711,34,6020701.719,1884123.546,17944,3179.127293,53.77299881,Gazos,22
15712,34,6020705,1884123.545,17945,3182.408127,54.14599991,Gazos,22
15713,34,6020708.281,1884123.544,17946,3185.68896,54.07799911,Gazos,22
15714,34,6020711.561,1884123.543,17947,3188.969794,54.36899948,Gazos,22
15715,34,6020714.842,1884123.542,17948,3192.250627,54.82400131,Gazos,22
15716,34,6020718.123,1884123.541,17949,3195.531461,54.96300125,Gazos,22
15717,34,6020721.404,1884123.54,17950,3198.812294,54.99200058,Gazos,22
15718,34,6020724.685,1884123.539,17951,3202.093128,55.19100189,Gazos,22
15719,34,6020727.966,1884123.538,17952,3205.373961,55.39099884,Gazos,22
15720,34,6020731.246,1884123.537,17953,3208.654794,55.59000015,Gazos,22
15721,34,6020734.527,1884123.536,17954,3211.935628,55.78900146,Gazos,22
15722,34,6020737.808,1884123.535,17955,3215.216461,55.69300079,Gazos,22
15723,34,6020741.089,1884123.534,17956,3218.497295,55.57600021,Gazos,22
15724,34,6020744.37,1884123.533,17957,3221.778128,55.54700089,Gazos,22
15725,34,6020747.651,1884123.532,17958,3225.058962,55.51699829,Gazos,22
15726,34,6020750.931,1884123.531,17959,3228.339795,55.48699951,Gazos,22
15727,34,6020754.212,1884123.53,17960,3231.620629,55.45800018,Gazos,22
15728,34,6020757.493,1884123.529,17961,3234.901462,55.4620018,Gazos,22
15729,34,6020760.774,1884123.528,17962,3238.182296,55.55400085,Gazos,22
15730,34,6020764.055,1884123.527,17963,3241.463129,55.21099854,Gazos,22
15731,34,6020767.336,1884123.526,17964,3244.743963,54.75400162,Gazos,22
15732,34,6020770.616,1884123.525,17965,3248.024796,54.29700089,Gazos,22
15733,34,6020773.897,1884123.524,17966,3251.305629,54.92599869,Gazos,22
15734,34,6020777.178,1884123.523,17967,3254.586463,54.89199829,Gazos,22
15735,34,6020780.459,1884123.522,17968,3257.867296,55.11299896,Gazos,22
15736,34,6020783.74,1884123.521,17969,3261.14813,55.13999939,Gazos,22
15737,34,6020787.021,1884123.52,17970,3264.428963,55.16799927,Gazos,22
15738,34,6020790.301,1884123.519,17971,3267.709797,55.19499969,Gazos,22
15739,34,6020793.582,1884123.518,17972,3270.99063,55.19100189,Gazos,22
15740,34,6020796.863,1884123.517,17973,3274.271464,55.18099976,Gazos,22
15741,34,6020800.144,1884123.516,17974,3277.552297,55.19400024,Gazos,22
15742,34,6020803.425,1884123.515,17975,3280.833131,55.35699844,Gazos,22
15743,34,6020806.706,1884123.514,17976,3284.113964,55.52000046,Gazos,22
15744,34,6020809.986,1884123.513,17977,3287.394798,55.47800064,Gazos,22
15745,34,6020813.267,1884123.512,17978,3290.675631,55.34400177,Gazos,22
15746,34,6020816.548,1884123.511,17979,3293.956464,55.47399902,Gazos,22
15747,34,6020819.829,1884123.51,17980,3297.237298,55.73600006,Gazos,22
15748,34,6020823.11,1884123.509,17981,3300.518131,55.9980011,Gazos,22
15749,34,6020826.391,1884123.508,17982,3303.798965,56.0909996,Gazos,22
15750,34,6020829.671,1884123.507,17983,3307.079798,56.15399933,Gazos,22
15751,34,6020832.952,1884123.506,17984,3310.360632,56.2159996,Gazos,22
15752,34,6020836.233,1884123.505,17985,3313.641465,56.27899933,Gazos,22
15753,34,6020839.514,1884123.504,17986,3316.922299,56.3409996,Gazos,22
15754,34,6020842.795,1884123.503,17987,3320.203132,56.40399933,Gazos,22
15755,34,6020846.076,1884123.502,17988,3323.483966,56.31299973,Gazos,22
15756,34,6020849.356,1884123.501,17989,3326.764799,56.2140007,Gazos,22
15757,34,6020852.637,1884123.5,17990,3330.045632,56.11399841,Gazos,22
15758,34,6020855.918,1884123.499,17991,3333.326466,56.01499939,Gazos,22
15759,34,6020859.199,1884123.498,17992,3336.607299,55.91500092,Gazos,22
15760,34,6020862.48,1884123.497,17993,3339.888133,55.83300018,Gazos,22
15761,34,6020865.761,1884123.496,17994,3343.168966,55.80099869,Gazos,22
15762,34,6020869.041,1884123.495,17995,3346.4498,55.60699844,Gazos,22
15763,34,6020872.322,1884123.494,17996,3349.730633,55.28300095,Gazos,22
15764,34,6020875.603,1884123.493,17997,3353.011467,55.54499817,Gazos,22
15765,34,6020878.884,1884123.492,17998,3356.2923,56.09899902,Gazos,22
15766,34,6020882.165,1884123.491,17999,3359.573134,56.2120018,Gazos,22
15767,34,6020885.446,1884123.49,18000,3362.853967,55.9679985,Gazos,22
15768,34,6020888.726,1884123.489,18001,3366.134801,56.38199997,Gazos,22
15769,34,6020892.007,1884123.488,18002,3369.415634,56.86700058,Gazos,22
15770,34,6020895.288,1884123.487,18003,3372.696467,56.98199844,Gazos,22
15771,34,6020898.569,1884123.486,18004,3375.977301,57.12400055,Gazos,22
15772,34,6020901.85,1884123.485,18005,3379.258134,57.27799988,Gazos,22
15773,34,6020905.131,1884123.484,18006,3382.538968,57.59400177,Gazos,22
15774,34,6020908.411,1884123.483,18007,3385.819801,57.7140007,Gazos,22
15775,34,6020911.692,1884123.482,18008,3389.100635,57.83399963,Gazos,22
15776,34,6020914.973,1884123.481,18009,3392.381468,57.95899963,Gazos,22
15777,34,6020918.254,1884123.48,18010,3395.662302,58.09000015,Gazos,22
15778,34,6020921.535,1884123.479,18011,3398.943135,58.22499847,Gazos,22
15779,34,6020924.816,1884123.478,18012,3402.223969,58.37599945,Gazos,22
15780,34,6020928.096,1884123.477,18013,3405.504802,58.52600098,Gazos,22
15781,34,6020931.377,1884123.476,18014,3408.785635,58.63299942,Gazos,22
15782,34,6020934.658,1884123.475,18015,3412.066469,58.4070015,Gazos,22
15783,34,6020937.939,1884123.474,18016,3415.347302,58.60300064,Gazos,22
15784,34,6020941.22,1884123.473,18017,3418.628136,58.77099991,Gazos,22
15785,34,6020944.501,1884123.472,18018,3421.908969,58.85200119,Gazos,22
15786,34,6020947.781,1884123.471,18019,3425.189803,59.04000092,Gazos,22
15787,34,6020951.062,1884123.47,18020,3428.470636,59.31900024,Gazos,22
15788,34,6020954.343,1884123.469,18021,3431.75147,59.52999878,Gazos,22
15789,34,6020957.624,1884123.468,18022,3435.032303,59.54100037,Gazos,22
15790,34,6020960.905,1884123.467,18023,3438.313137,59.74399948,Gazos,22
15791,34,6020964.186,1884123.466,18024,3441.59397,59.99599838,Gazos,22
15792,34,6020967.466,1884123.465,18025,3444.874804,60.51499939,Gazos,22
15793,34,6020970.747,1884123.464,18026,3448.155637,60.99599838,Gazos,22
15794,34,6020974.028,1884123.463,18027,3451.43647,61.39400101,Gazos,22
15795,34,6020977.309,1884123.462,18028,3454.717304,61.79100037,Gazos,22
15796,34,6020980.59,1884123.461,18029,3457.998137,62.18899918,Gazos,22
15797,34,6020983.871,1884123.46,18030,3461.278971,62.5870018,Gazos,22
15798,34,6020987.151,1884123.459,18031,3464.559804,62.83499908,Gazos,22
15799,34,6020990.432,1884123.458,18032,3467.840638,62.83399963,Gazos,22
15800,34,6020993.713,1884123.457,18033,3471.121471,63.26699829,Gazos,22
15801,34,6020996.994,1884123.456,18034,3474.402305,63.74700165,Gazos,22
15802,34,6021000.275,1884123.455,18035,3477.683138,64.21600342,Gazos,22
15803,34,6021003.556,1884123.454,18036,3480.963972,64.3809967,Gazos,22
15804,34,6021006.836,1884123.453,18037,3484.244805,64.48500061,Gazos,22
15805,34,6021010.117,1884123.452,18038,3487.525638,64.27200317,Gazos,22
15806,34,6021013.398,1884123.451,18039,3490.806472,64.05999756,Gazos,22
15807,34,6021016.679,1884123.45,18040,3494.087305,63.84700012,Gazos,22
15808,34,6021019.96,1884123.449,18041,3497.368139,63.63399887,Gazos,22
15809,34,6021023.241,1884123.448,18042,3500.648972,63.42599869,Gazos,22
15810,34,6021026.521,1884123.447,18043,3503.929806,63.22800064,Gazos,22
15811,34,6021029.802,1884123.446,18044,3507.210639,63.03300095,Gazos,22
15812,34,6021033.083,1884123.445,18045,3510.491473,62.88399887,Gazos,22
15813,34,6021036.364,1884123.444,18046,3513.772306,62.63199997,Gazos,22
15814,34,6021039.645,1884123.443,18047,3517.05314,62.85400009,Gazos,22
15815,34,6021042.926,1884123.442,18048,3520.333973,63.04299927,Gazos,22
15816,34,6021046.206,1884123.441,18049,3523.614807,63.25,Gazos,22
15817,34,6021049.487,1884123.44,18050,3526.89564,63.45700073,Gazos,22
15818,34,6021052.768,1884123.439,18051,3530.176473,63.66400146,Gazos,22
15819,34,6021056.049,1884123.438,18052,3533.457307,63.87099838,Gazos,22
15820,34,6021059.33,1884123.437,18053,3536.73814,64.07800293,Gazos,22
15821,34,6021062.611,1884123.436,18054,3540.018974,64.28500366,Gazos,22
15822,34,6021065.891,1884123.435,18055,3543.299807,64.49199677,Gazos,22
15823,34,6021069.172,1884123.434,18056,3546.580641,64.6989975,Gazos,22
15824,34,6021072.453,1884123.433,18057,3549.861474,64.90599823,Gazos,22
15825,34,6021075.734,1884123.432,18058,3553.142308,65.11199951,Gazos,22
15826,34,6021079.015,1884123.431,18059,3556.423141,65.31900024,Gazos,22
15827,34,6021082.296,1884123.43,18060,3559.703975,65.52600098,Gazos,22
15828,34,6021085.576,1884123.429,18061,3562.984808,65.73300171,Gazos,22
15829,34,6021088.857,1884123.428,18062,3566.265642,65.83499908,Gazos,22
15830,34,6021092.138,1884123.427,18063,3569.546475,65.88500214,Gazos,22
15831,34,6021095.165,1884123.426,18064,3572.5737,65.93499756,Gazos,22
15832,35,6017490.811,1884285.127,18065,0,-50,Gazos,22
15833,35,6019690.771,1884365.795,18066,2201.438946,2.911000013,Gazos,22
15834,35,6019694.05,1884365.915,18067,2204.720009,3.174000025,Gazos,22
15835,35,6019697.328,1884366.035,18068,2208.000756,3.364000082,Gazos,22
15836,35,6019700.607,1884366.155,18069,2211.281491,3.634000063,Gazos,22
15837,35,6019703.886,1884366.276,18070,2214.562566,3.960999966,Gazos,22
15838,35,6019707.164,1884366.396,18071,2217.843301,4.214000225,Gazos,22
15839,35,6019710.443,1884366.516,18072,2221.124048,4.527999878,Gazos,22
15840,35,6019713.721,1884366.636,18073,2224.404783,4.912000179,Gazos,22
15841,35,6019717,1884366.757,18074,2227.685846,5.131999969,Gazos,22
15842,35,6019720.279,1884366.877,18075,2230.966593,5.461999893,Gazos,22
15843,35,6019723.557,1884366.997,18076,2234.247328,5.775000095,Gazos,22
15844,35,6019726.836,1884367.117,18077,2237.528402,6.085999966,Gazos,22
15845,35,6019730.115,1884367.237,18078,2240.809137,6.245999813,Gazos,22
15846,35,6019733.393,1884367.358,18079,2244.089884,6.697000027,Gazos,22
15847,35,6019736.672,1884367.478,18080,2247.370619,6.934000015,Gazos,22
15848,35,6019739.951,1884367.598,18081,2250.651682,7.203999996,Gazos,22
15849,35,6019743.229,1884367.718,18082,2253.932429,7.434999943,Gazos,22
15850,35,6019746.508,1884367.839,18083,2257.213164,7.90199995,Gazos,22
15851,35,6019749.787,1884367.959,18084,2260.494239,8.17800045,Gazos,22
15852,35,6019753.065,1884368.079,18085,2263.774974,8.524000168,Gazos,22
15853,35,6019756.344,1884368.199,18086,2267.055721,8.671999931,Gazos,22
15854,35,6019759.622,1884368.32,18087,2270.336456,9.109000206,Gazos,22
15855,35,6019762.901,1884368.44,18088,2273.617519,9.409000397,Gazos,22
15856,35,6019766.18,1884368.56,18089,2276.898266,9.791999817,Gazos,22
15857,35,6019769.458,1884368.68,18090,2280.179001,10.07800007,Gazos,22
15858,35,6019772.737,1884368.8,18091,2283.460076,10.56200027,Gazos,22
15859,35,6019776.016,1884368.921,18092,2286.740811,10.84700012,Gazos,22
15860,35,6019779.294,1884369.041,18093,2290.021558,11.10599995,Gazos,22
15861,35,6019782.573,1884369.161,18094,2293.302293,11.18599987,Gazos,22
15862,35,6019785.852,1884369.281,18095,2296.583355,11.32699966,Gazos,22
15863,35,6019789.13,1884369.402,18096,2299.864102,11.30300045,Gazos,22
15864,35,6019792.409,1884369.522,18097,2303.144837,11.38599968,Gazos,22
15865,35,6019795.688,1884369.642,18098,2306.425912,11.25399971,Gazos,22
15866,35,6019798.966,1884369.762,18099,2309.706647,11.35000038,Gazos,22
15867,35,6019802.245,1884369.882,18100,2312.987394,11.59000015,Gazos,22
15868,35,6019805.523,1884370.003,18101,2316.268129,11.50300026,Gazos,22
15869,35,6019808.802,1884370.123,18102,2319.549192,11.64099979,Gazos,22
15870,35,6019812.081,1884370.243,18103,2322.829939,11.77200031,Gazos,22
15871,35,6019815.359,1884370.363,18104,2326.110674,11.59500027,Gazos,22
15872,35,6019818.638,1884370.484,18105,2329.391749,11.83699989,Gazos,22
15873,35,6019821.916,1884370.604,18106,2332.672484,11.78100014,Gazos,22
15874,35,6019825.195,1884370.724,18107,2335.953231,11.83699989,Gazos,22
15875,35,6019828.474,1884370.844,18108,2339.233966,12.05500031,Gazos,22
15876,35,6019831.752,1884370.964,18109,2342.515029,12.14900017,Gazos,22
15877,35,6019835.031,1884371.085,18110,2345.795776,12.52999973,Gazos,22
15878,35,6019838.31,1884371.205,18111,2349.076511,12.40400028,Gazos,22
15879,35,6019841.588,1884371.325,18112,2352.357585,12.54800034,Gazos,22
15880,35,6019844.867,1884371.445,18113,2355.63832,12.67099953,Gazos,22
15881,35,6019848.145,1884371.566,18114,2358.919067,12.86100006,Gazos,22
15882,35,6019851.424,1884371.686,18115,2362.199802,13.11200047,Gazos,22
15883,35,6019854.703,1884371.806,18116,2365.480865,13.3210001,Gazos,22
15884,35,6019857.981,1884371.926,18117,2368.761612,13.56700039,Gazos,22
15885,35,6019861.26,1884372.046,18118,2372.042347,13.82800007,Gazos,22
15886,35,6019864.539,1884372.167,18119,2375.323422,13.8739996,Gazos,22
15887,35,6019867.817,1884372.287,18120,2378.604157,14.09000015,Gazos,22
15888,35,6019871.096,1884372.407,18121,2381.884904,14.36400032,Gazos,22
15889,35,6019874.374,1884372.527,18122,2385.165639,15.93599987,Gazos,22
15890,35,6019877.653,1884372.648,18123,2388.446714,18.23800087,Gazos,22
15891,35,6019880.932,1884372.768,18124,2391.727449,19.94599915,Gazos,22
15892,35,6019884.21,1884372.888,18125,2395.008184,19.4260006,Gazos,22
15893,35,6019887.489,1884373.008,18126,2398.289259,19.30400085,Gazos,22
15894,35,6019890.768,1884373.128,18127,2401.569994,19.2689991,Gazos,22
15895,35,6019894.046,1884373.249,18128,2404.850741,19.53300095,Gazos,22
15896,35,6019897.325,1884373.369,18129,2408.131476,20.11300087,Gazos,22
15897,35,6019900.604,1884373.489,18130,2411.41255,20.45100021,Gazos,22
15898,35,6019903.882,1884373.609,18131,2414.693285,20.85300064,Gazos,22
15899,35,6019907.161,1884373.729,18132,2417.97402,21.83200073,Gazos,22
15900,35,6019910.44,1884373.85,18133,2421.255095,23.66600037,Gazos,22
15901,35,6019913.718,1884373.97,18134,2424.53583,25.80500031,Gazos,22
15902,35,6019916.997,1884374.09,18135,2427.816577,27.54999924,Gazos,22
15903,35,6019920.275,1884374.21,18136,2431.097312,28.56200027,Gazos,22
15904,35,6019923.554,1884374.331,18137,2434.378387,28.67399979,Gazos,22
15905,35,6019926.833,1884374.451,18138,2437.659122,28.3579998,Gazos,22
15906,35,6019930.111,1884374.571,18139,2440.939857,28.45700073,Gazos,22
15907,35,6019933.39,1884374.691,18140,2444.220932,28.29999924,Gazos,22
15908,35,6019936.669,1884374.811,18141,2447.501667,28.05599976,Gazos,22
15909,35,6019939.947,1884374.932,18142,2450.782414,28.04400063,Gazos,22
15910,35,6019943.226,1884375.052,18143,2454.063149,28.27400017,Gazos,22
15911,35,6019946.504,1884375.172,18144,2457.344224,29.11300087,Gazos,22
15912,35,6019949.783,1884375.292,18145,2460.624959,29.71800041,Gazos,22
15913,35,6019953.062,1884375.412,18146,2463.905693,30.10199928,Gazos,22
15914,35,6019956.34,1884375.533,18147,2467.18644,29.66399956,Gazos,22
15915,35,6019959.619,1884375.653,18148,2470.467503,28.84900093,Gazos,22
15916,35,6019962.898,1884375.773,18149,2473.74825,28.22900009,Gazos,22
15917,35,6019966.176,1884375.893,18150,2477.028985,28.49200058,Gazos,22
15918,35,6019969.455,1884376.014,18151,2480.31006,28.36400032,Gazos,22
15919,35,6019972.733,1884376.134,18152,2483.590795,28.08200073,Gazos,22
15920,35,6019976.012,1884376.254,18153,2486.87153,28.14299965,Gazos,22
15921,35,6019979.291,1884376.374,18154,2490.152277,28.75399971,Gazos,22
15922,35,6019982.569,1884376.494,18155,2493.43334,30.53800011,Gazos,22
15923,35,6019985.848,1884376.615,18156,2496.714087,30.58600044,Gazos,22
15924,35,6019989.126,1884376.735,18157,2499.994822,29.78000069,Gazos,22
15925,35,6019992.405,1884376.855,18158,2503.275897,30.36000061,Gazos,22
15926,35,6019995.684,1884376.975,18159,2506.556632,30.38999939,Gazos,22
15927,35,6019998.962,1884377.095,18160,2509.837367,29.88899994,Gazos,22
15928,35,6020002.241,1884377.216,18161,2513.118114,29.66200066,Gazos,22
15929,35,6020005.52,1884377.336,18162,2516.399177,29.56900024,Gazos,22
15930,35,6020008.798,1884377.456,18163,2519.679924,29.72500038,Gazos,22
15931,35,6020012.077,1884377.576,18164,2522.960658,30.1060009,Gazos,22
15932,35,6020015.356,1884377.697,18165,2526.241733,30.42300034,Gazos,22
15933,35,6020018.634,1884377.817,18166,2529.522468,30.63699913,Gazos,22
15934,35,6020021.913,1884377.937,18167,2532.803203,30.85300064,Gazos,22
15935,35,6020025.191,1884378.057,18168,2536.08395,31.11000061,Gazos,22
15936,35,6020028.47,1884378.177,18169,2539.365013,31.36700058,Gazos,22
15937,35,6020031.749,1884378.298,18170,2542.64576,31.54100037,Gazos,22
15938,35,6020035.027,1884378.418,18171,2545.926495,31.7159996,Gazos,22
15939,35,6020038.306,1884378.538,18172,2549.20757,31.81699944,Gazos,22
15940,35,6020041.585,1884378.658,18173,2552.488305,32.37200165,Gazos,22
15941,35,6020044.863,1884378.779,18174,2555.769052,32.72800064,Gazos,22
15942,35,6020048.142,1884378.899,18175,2559.049787,32.61500168,Gazos,22
15943,35,6020051.421,1884379.019,18176,2562.33085,32.80400085,Gazos,22
15944,35,6020054.699,1884379.139,18177,2565.611597,32.88000107,Gazos,22
15945,35,6020057.978,1884379.259,18178,2568.892332,33.35300064,Gazos,22
15946,35,6020061.257,1884379.38,18179,2572.173407,33.77399826,Gazos,22
15947,35,6020064.535,1884379.5,18180,2575.454141,33.7159996,Gazos,22
15948,35,6020067.814,1884379.62,18181,2578.734888,33.95999908,Gazos,22
15949,35,6020071.092,1884379.74,18182,2582.015623,34.36800003,Gazos,22
15950,35,6020074.371,1884379.86,18183,2585.296686,34.28099823,Gazos,22
15951,35,6020077.65,1884379.981,18184,2588.577433,34.13399887,Gazos,22
15952,35,6020080.928,1884380.101,18185,2591.858168,34.31999969,Gazos,22
15953,35,6020084.207,1884380.221,18186,2595.139243,34.57799911,Gazos,22
15954,35,6020087.486,1884380.341,18187,2598.419978,34.77999878,Gazos,22
15955,35,6020090.764,1884380.462,18188,2601.700725,34.94300079,Gazos,22
15956,35,6020094.043,1884380.582,18189,2604.98146,34.94599915,Gazos,22
15957,35,6020097.321,1884380.702,18190,2608.262523,34.92300034,Gazos,22
15958,35,6020100.6,1884380.822,18191,2611.54327,35.3219986,Gazos,22
15959,35,6020103.879,1884380.943,18192,2614.824005,35.32699966,Gazos,22
15960,35,6020107.157,1884381.063,18193,2618.10508,35.27000046,Gazos,22
15961,35,6020110.436,1884381.183,18194,2621.385815,35.25699997,Gazos,22
15962,35,6020113.714,1884381.303,18195,2624.666562,35.10200119,Gazos,22
15963,35,6020116.993,1884381.423,18196,2627.947297,35.44200134,Gazos,22
15964,35,6020120.272,1884381.544,18197,2631.228359,35.63999939,Gazos,22
15965,35,6020123.55,1884381.664,18198,2634.509106,35.42599869,Gazos,22
15966,35,6020126.829,1884381.784,18199,2637.789841,35.43500137,Gazos,22
15967,35,6020130.108,1884381.904,18200,2641.070916,36.13600159,Gazos,22
15968,35,6020133.386,1884382.025,18201,2644.351651,36.38199997,Gazos,22
15969,35,6020136.665,1884382.145,18202,2647.632398,36.79100037,Gazos,22
15970,35,6020139.943,1884382.265,18203,2650.913133,37.08100128,Gazos,22
15971,35,6020143.222,1884382.385,18204,2654.194196,36.91699982,Gazos,22
15972,35,6020146.501,1884382.506,18205,2657.474943,37.02199936,Gazos,22
15973,35,6020149.779,1884382.626,18206,2660.755678,36.95399857,Gazos,22
15974,35,6020153.058,1884382.746,18207,2664.036753,37.36299896,Gazos,22
15975,35,6020156.337,1884382.866,18208,2667.317488,37.59999847,Gazos,22
15976,35,6020159.615,1884382.986,18209,2670.598235,37.93000031,Gazos,22
15977,35,6020162.894,1884383.107,18210,2673.87897,37.77700043,Gazos,22
15978,35,6020166.173,1884383.227,18211,2677.160033,38.08000183,Gazos,22
15979,35,6020169.451,1884383.347,18212,2680.44078,38.06700134,Gazos,22
15980,35,6020172.73,1884383.467,18213,2683.721515,37.8429985,Gazos,22
15981,35,6020176.009,1884383.588,18214,2687.002589,37.46900177,Gazos,22
15982,35,6020179.287,1884383.708,18215,2690.283324,37.91199875,Gazos,22
15983,35,6020182.566,1884383.828,18216,2693.564071,38.41500092,Gazos,22
15984,35,6020185.844,1884383.948,18217,2696.844806,38.42900085,Gazos,22
15985,35,6020189.123,1884384.068,18218,2700.125869,38.94800186,Gazos,22
15986,35,6020192.402,1884384.189,18219,2703.406616,39.20100021,Gazos,22
15987,35,6020195.68,1884384.309,18220,2706.687351,39.66400146,Gazos,22
15988,35,6020198.959,1884384.429,18221,2709.968426,39.72999954,Gazos,22
15989,35,6020202.238,1884384.549,18222,2713.249161,40.21300125,Gazos,22
15990,35,6020205.516,1884384.67,18223,2716.529908,40.31900024,Gazos,22
15991,35,6020208.795,1884384.79,18224,2719.810643,40.47499847,Gazos,22
15992,35,6020212.074,1884384.91,18225,2723.091718,40.35100174,Gazos,22
15993,35,6020215.352,1884385.03,18226,2726.372453,40.6570015,Gazos,22
15994,35,6020218.631,1884385.15,18227,2729.653188,41.01300049,Gazos,22
15995,35,6020221.909,1884385.271,18228,2732.934263,41.28900146,Gazos,22
15996,35,6020225.188,1884385.391,18229,2736.214998,41.03300095,Gazos,22
15997,35,6020228.467,1884385.511,18230,2739.495745,40.81999969,Gazos,22
15998,35,6020231.745,1884385.631,18231,2742.77648,40.06000137,Gazos,22
15999,35,6020235.024,1884385.752,18232,2746.057554,39.75500107,Gazos,22
16000,35,6020238.302,1884385.872,18233,2749.338289,39.61100006,Gazos,22
16001,35,6020241.581,1884385.992,18234,2752.619024,39.67399979,Gazos,22
16002,35,6020244.86,1884386.112,18235,2755.900099,39.5340004,Gazos,22
16003,35,6020248.138,1884386.232,18236,2759.180834,39.36800003,Gazos,22
16004,35,6020251.417,1884386.353,18237,2762.461581,38.92200089,Gazos,22
16005,35,6020254.695,1884386.473,18238,2765.742316,39.06900024,Gazos,22
16006,35,6020257.974,1884386.593,18239,2769.023391,39.01300049,Gazos,22
16007,35,6020261.253,1884386.713,18240,2772.304126,39.06700134,Gazos,22
16008,35,6020264.531,1884386.833,18241,2775.584861,38.70600128,Gazos,22
16009,35,6020267.81,1884386.954,18242,2778.865608,38.70100021,Gazos,22
16010,35,6020271.089,1884387.074,18243,2782.146671,38.61000061,Gazos,22
16011,35,6020274.367,1884387.194,18244,2785.427418,38.7840004,Gazos,22
16012,35,6020277.646,1884387.314,18245,2788.708153,39.1969986,Gazos,22
16013,35,6020280.925,1884387.435,18246,2791.989228,39.34400177,Gazos,22
16014,35,6020284.203,1884387.555,18247,2795.269963,39.27199936,Gazos,22
16015,35,6020287.482,1884387.675,18248,2798.550698,39.18999863,Gazos,22
16016,35,6020290.76,1884387.795,18249,2801.831445,39.45299911,Gazos,22
16017,35,6020294.039,1884387.915,18250,2805.112507,39.15499878,Gazos,22
16018,35,6020297.318,1884388.036,18251,2808.393254,38.86999893,Gazos,22
16019,35,6020300.596,1884388.156,18252,2811.673989,38.66400146,Gazos,22
16020,35,6020303.875,1884388.276,18253,2814.955064,38.54899979,Gazos,22
16021,35,6020307.154,1884388.396,18254,2818.235799,38.44900131,Gazos,22
16022,35,6020310.432,1884388.516,18255,2821.516534,38.77500153,Gazos,22
16023,35,6020313.711,1884388.637,18256,2824.797281,38.95000076,Gazos,22
16024,35,6020316.99,1884388.757,18257,2828.078344,39.66699982,Gazos,22
16025,35,6020320.268,1884388.877,18258,2831.359091,39.99399948,Gazos,22
16026,35,6020323.547,1884388.997,18259,2834.639826,40.09500122,Gazos,22
16027,35,6020326.826,1884389.118,18260,2837.920901,40.19599915,Gazos,22
16028,35,6020330.104,1884389.238,18261,2841.201636,40.29700089,Gazos,22
16029,35,6020333.383,1884389.358,18262,2844.482371,40.39899826,Gazos,22
16030,35,6020336.661,1884389.478,18263,2847.763118,40.5,Gazos,22
16031,35,6020339.94,1884389.598,18264,2851.044181,40.70999908,Gazos,22
16032,35,6020343.219,1884389.719,18265,2854.324928,40.81200027,Gazos,22
16033,35,6020346.497,1884389.839,18266,2857.605663,40.9129982,Gazos,22
16034,35,6020349.776,1884389.959,18267,2860.886737,41.01599884,Gazos,22
16035,35,6020353.055,1884390.079,18268,2864.167472,40.79700089,Gazos,22
16036,35,6020356.333,1884390.2,18269,2867.448219,40.34799957,Gazos,22
16037,35,6020359.612,1884390.32,18270,2870.728954,40.13999939,Gazos,22
16038,35,6020362.89,1884390.44,18271,2874.010017,40.12599945,Gazos,22
16039,35,6020366.169,1884390.56,18272,2877.290764,39.67499924,Gazos,22
16040,35,6020369.448,1884390.68,18273,2880.571499,39.47600174,Gazos,22
16041,35,6020372.726,1884390.801,18274,2883.852574,39.52099991,Gazos,22
16042,35,6020376.005,1884390.921,18275,2887.133309,39.48500061,Gazos,22
16043,35,6020379.283,1884391.041,18276,2890.414056,39.44800186,Gazos,22
16044,35,6020382.562,1884391.161,18277,2893.694791,39.43899918,Gazos,22
16045,35,6020385.841,1884391.281,18278,2896.975854,39.50999832,Gazos,22
16046,35,6020389.119,1884391.402,18279,2900.256601,39.67699814,Gazos,22
16047,35,6020392.398,1884391.522,18280,2903.537336,39.86800003,Gazos,22
16048,35,6020395.677,1884391.642,18281,2906.818411,39.78900146,Gazos,22
16049,35,6020398.955,1884391.762,18282,2910.099146,39.87900162,Gazos,22
16050,35,6020402.234,1884391.883,18283,2913.379893,39.88299942,Gazos,22
16051,35,6020405.512,1884392.003,18284,2916.660628,40.12400055,Gazos,22
16052,35,6020408.791,1884392.123,18285,2919.94169,40.30400085,Gazos,22
16053,35,6020412.07,1884392.243,18286,2923.222437,40.38100052,Gazos,22
16054,35,6020415.348,1884392.363,18287,2926.503172,40.40000153,Gazos,22
16055,35,6020418.627,1884392.484,18288,2929.784247,40.41799927,Gazos,22
16056,35,6020421.906,1884392.604,18289,2933.064982,40.68399811,Gazos,22
16057,35,6020425.184,1884392.724,18290,2936.345729,40.70899963,Gazos,22
16058,35,6020428.463,1884392.844,18291,2939.626464,40.69300079,Gazos,22
16059,35,6020431.742,1884392.964,18292,2942.907527,40.79899979,Gazos,22
16060,35,6020435.02,1884393.085,18293,2946.188274,40.90499878,Gazos,22
16061,35,6020438.299,1884393.205,18294,2949.469009,41.01200104,Gazos,22
16062,35,6020441.578,1884393.325,18295,2952.750084,41.13600159,Gazos,22
16063,35,6020444.856,1884393.445,18296,2956.030819,41.2840004,Gazos,22
